Book,Tag,Year,Decade,Century
"The Anti-Slavery Alphabet","waste",1847,"1840s",19
"The Anti-Slavery Alphabet","condition",1847,"1840s",19
"The Anti-Slavery Alphabet","condition",1847,"1840s",19
"The Anti-Slavery Alphabet","condition",1847,"1840s",19
"The Anti-Slavery Alphabet","condition",1847,"1840s",19
"The Anti-Slavery Alphabet","migration",1847,"1840s",19
"Afro-Bets","migration",1987,"1980s",20
"The Anti-Slavery Alphabet","lash",1847,"1840s",19
"The Anti-Slavery Alphabet","lash",1847,"1840s",19
"The Anti-Slavery Alphabet","lash",1847,"1840s",19
"The Anti-Slavery Alphabet","true",1847,"1840s",19
"An Alphabet of Fairy Tales","gretel",1920,"1920s",20
"An Alphabet of Fairy Tales","gretel",1920,"1920s",20
"An Alphabet of Fairy Tales","gretel",1920,"1920s",20
"Barnum and Jumbo's ABC","mock",1880,"1880s",19
"R. Cruikshank's comic alphabet","mock",1840,"1840s",19
"The History of Apple Pie","pentagon",1858,"1850s",19
"The Bicycle ABC","struggle",1890,"1890s",19
"Tony Sarg's Alphabet","struggle",1926,"1920s",20
"The History of Apple Pie","struggle",1858,"1850s",19
"The History of Apple Pie","struggle",1858,"1850s",19
"Laugh and Learn ABC Book","struggle",1900,"1900s",20
"The scripture alphabet for children","struggle",1824,"1820s",19
"The scripture alphabet for children","struggle",1824,"1820s",19
"ABC Health Cards","struggle",1915,"1910s",20
"Bowden's ABC Book of India","struggle",1900,"1900s",20
"Little Folks' ABC","confusion",1923,"1920s",20
"The Teddy Bear ABC","confusion",1907,"1900s",20
"The Bicycle ABC","confusion",1890,"1890s",19
"The Bicycle ABC","confusion",1890,"1890s",19
"The Twins ABC","confusion",1904,"1900s",20
"Wrights Alphabet Book","confusion",1904,"1900s",20
"The Keith ABC for children","confusion",1906,"1900s",20
"A Naval Alphabet","confusion",1900,"1900s",20
"The Bandit Bunny Alphabet and other stories","flee",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","flee",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","flee",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","flee",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","flee",1901,"1900s",20
"Tony Sarg's Alphabet","flee",1926,"1920s",20
"Apple Pie","flee",1886,"1880s",19
"Apple Pie","flee",1886,"1880s",19
"R. Cruikshank's comic alphabet","flee",1840,"1840s",19
"The Bandit Bunny Alphabet and other stories","prey",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","prey",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","prey",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","prey",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","prey",1901,"1900s",20
"The Teddy Bear ABC","prey",1907,"1900s",20
"The Teddy Bear ABC","prey",1907,"1900s",20
"The Teddy Bear ABC","prey",1907,"1900s",20
"The Children's Moral Alphabet","prey",1879,"1870s",19
"Edward Lear's ABC","prey",1913,"1910s",20
"The Bandit Bunny Alphabet and other stories","fa",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","fa",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","hello",1901,"1900s",20
"Take your choice!","hello",1822,"1820s",19
"Handtalk","hello",1974,"1970s",20
"Handtalk","hello",1974,"1970s",20
"The Bandit Bunny Alphabet and other stories","sneak",1901,"1900s",20
"The History of Apple Pie","sneak",1858,"1850s",19
"ABC An Alphabet","sneak",1895,"1890s",19
"The Bandit Bunny Alphabet and other stories","evening",1901,"1900s",20
"The Bicycle ABC","evening",1890,"1890s",19
"Barnum and Jumbo's ABC","big",1880,"1880s",19
"Barnum and Jumbo's ABC","big",1880,"1880s",19
"ABC Fun","big",1910,"1910s",20
"The Twins ABC","big",1904,"1900s",20
"Apple Pie","big",1886,"1880s",19
"Apple Pie","big",1886,"1880s",19
"The Modern ABC Book","big",1930,"1930s",20
"Denslow's ABC Book","big",1903,"1900s",20
"Old Aunt Elspa's ABC","big",1884,"1880s",19
"Goop Tales","big",1904,"1900s",20
"R. Cruikshank's comic alphabet","big",1840,"1840s",19
"R. Cruikshank's comic alphabet","big",1840,"1840s",19
"A Naval Alphabet","big",1900,"1900s",20
"A Naval Alphabet","big",1900,"1900s",20
"A Canadian child's ABC","big",1931,"1930s",20
"Handtalk","big",1974,"1970s",20
"The Twins ABC","oversized",1904,"1900s",20
"The Twins ABC","oversized",1904,"1900s",20
"Little Folks' ABC","identical",1923,"1920s",20
"The Twins ABC","identical",1904,"1900s",20
"The Twins ABC","identical",1904,"1900s",20
"Afro-Bets","identical",1987,"1980s",20
"Tony Sarg's Alphabet","formal",1926,"1920s",20
"The Union Label Alphabet for Little and Big Children","formal",1905,"1900s",20
"The Twins ABC","formal",1904,"1900s",20
"Apple Pie","formal",1886,"1880s",19
"Goop Tales","formal",1904,"1900s",20
"Bowden's ABC Book of India","formal",1900,"1900s",20
"Bowden's ABC Book of India","formal",1900,"1900s",20
"The Keith ABC for children","formal",1906,"1900s",20
"A Naval Alphabet","formal",1900,"1900s",20
"ABC Jingles","formal",1920,"1920s",20
"A Bizarre Company","irrational",1917,"1910s",20
"The Adventures of ABC","irrational",1900,"1900s",20
"The Adventurous Billy and Betty","moral behaviour",1923,"1920s",20
"Denslow's ABC Book","terrier",1903,"1900s",20
"An Alphabet of Fairy Tales","black cat",1920,"1920s",20
"Denslow's ABC Book","black cat",1903,"1900s",20
"Denslow's ABC Book","black cat",1903,"1900s",20
"Barnum and Jumbo's ABC","primary colors",1880,"1880s",19
"Barnum and Jumbo's ABC","primary colors",1880,"1880s",19
"Barnum and Jumbo's ABC","conservation",1880,"1880s",19
"Barnum and Jumbo's ABC","conservation",1880,"1880s",19
"Barnum and Jumbo's ABC","full page",1880,"1880s",19
"Barnum and Jumbo's ABC","full page",1880,"1880s",19
"Barnum and Jumbo's ABC","artistes",1880,"1880s",19
"Barnum and Jumbo's ABC","ornamentation",1880,"1880s",19
"Barnum and Jumbo's ABC","stylized",1880,"1880s",19
"An Alphabet of Fairy Tales","stylized",1920,"1920s",20
"Tony Sarg's Alphabet","stylized",1926,"1920s",20
"Goop Tales","stylized",1904,"1900s",20
"Barnum and Jumbo's ABC","animal noises",1880,"1880s",19
"Barnum and Jumbo's ABC","comic",1880,"1880s",19
"Barnum and Jumbo's ABC","comic",1880,"1880s",19
"R. Cruikshank's comic alphabet","comic",1840,"1840s",19
"R. Cruikshank's comic alphabet","comic",1840,"1840s",19
"Barnum and Jumbo's ABC","antler",1880,"1880s",19
"A Canadian child's ABC","antler",1931,"1930s",20
"Barnum and Jumbo's ABC","Hippodrome",1880,"1880s",19
"Barnum and Jumbo's ABC","implied racism",1880,"1880s",19
"Barnum and Jumbo's ABC","foreground",1880,"1880s",19
"Barnum and Jumbo's ABC","foreground",1880,"1880s",19
"The Bicycle ABC","foreground",1890,"1890s",19
"The Modern ABC Book","foreground",1930,"1930s",20
"The Children's Moral Alphabet","foreground",1879,"1870s",19
"Bowden's ABC Book of India","foreground",1900,"1900s",20
"Handtalk","foreground",1974,"1970s",20
"Barnum and Jumbo's ABC","Japanese",1880,"1880s",19
"Barnum and Jumbo's ABC","Japanese",1880,"1880s",19
"Barnum and Jumbo's ABC","coattails",1880,"1880s",19
"Barnum and Jumbo's ABC","surreal",1880,"1880s",19
"Barnum and Jumbo's ABC","jugglers",1880,"1880s",19
"Barnum and Jumbo's ABC","ecology",1880,"1880s",19
"Barnum and Jumbo's ABC","images",1880,"1880s",19
"The Bicycle ABC","images",1890,"1890s",19
"Tony Sarg's Alphabet","images",1926,"1920s",20
"The History of Apple Pie","images",1858,"1850s",19
"Barnum and Jumbo's ABC","photographs",1880,"1880s",19
"Barnum and Jumbo's ABC","portraits",1880,"1880s",19
"Barnum and Jumbo's ABC","portraits",1880,"1880s",19
"Barnum and Jumbo's ABC","primal",1880,"1880s",19
"Barnum and Jumbo's ABC","safari",1880,"1880s",19
"Barnum and Jumbo's ABC","safari",1880,"1880s",19
"Barnum and Jumbo's ABC","cubs",1880,"1880s",19
"Barnum and Jumbo's ABC","cubs",1880,"1880s",19
"Barnum and Jumbo's ABC","cubs",1880,"1880s",19
"The Teddy Bear ABC","cubs",1907,"1900s",20
"The Teddy Bear ABC","cubs",1907,"1900s",20
"Barnum and Jumbo's ABC","lictors",1880,"1880s",19
"Barnum and Jumbo's ABC","possum",1880,"1880s",19
"Barnum and Jumbo's ABC","otter",1880,"1880s",19
"Barnum and Jumbo's ABC","flamingo",1880,"1880s",19
"Barnum and Jumbo's ABC","flamingo",1880,"1880s",19
"Barnum and Jumbo's ABC","flamingo",1880,"1880s",19
"Barnum and Jumbo's ABC","flamingo",1880,"1880s",19
"Barnum and Jumbo's ABC","horse race",1880,"1880s",19
"Barnum and Jumbo's ABC","queerness",1880,"1880s",19
"Barnum and Jumbo's ABC","tamer",1880,"1880s",19
"Barnum and Jumbo's ABC","tamer",1880,"1880s",19
"Bowden's ABC Book of India","tamer",1900,"1900s",20
"A Naval Alphabet","tamer",1900,"1900s",20
"Barnum and Jumbo's ABC","charm",1880,"1880s",19
"An Alphabet of Fairy Tales","charm",1920,"1920s",20
"Bowden's ABC Book of India","charm",1900,"1900s",20
"Barnum and Jumbo's ABC","venomous",1880,"1880s",19
"Barnum and Jumbo's ABC","Texas",1880,"1880s",19
"Barnum and Jumbo's ABC","Texas",1880,"1880s",19
"Barnum and Jumbo's ABC","Yellowstone",1880,"1880s",19
"Barnum and Jumbo's ABC","Yellowstone",1880,"1880s",19
"The Union ABC","Yankee",1860,"1860s",19
"The Union ABC","Yankee",1860,"1860s",19
"Barnum and Jumbo's ABC","Yankee",1880,"1880s",19
"Tony Sarg's Alphabet","Yankee",1926,"1920s",20
"Barnum and Jumbo's ABC","Americana",1880,"1880s",19
"Barnum and Jumbo's ABC","exposed",1880,"1880s",19
"Handtalk","universal",1974,"1970s",20
"A Bizarre Company","visual",1917,"1910s",20
"ABC Eatables","visual",1877,"1870s",19
"Handtalk","visual",1974,"1970s",20
"An ABC","up",1902,"1900s",20
"The Children's Moral Alphabet","up",1879,"1870s",19
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","up",1974,"1970s",20
"Handtalk","still",1974,"1970s",20
"Handtalk","still",1974,"1970s",20
"Handtalk","still",1974,"1970s",20
"Handtalk","posed",1974,"1970s",20
"Handtalk","enjoying",1974,"1970s",20
"ABC and the Children of Many Nations","bind",1916,"1910s",20
"The Union ABC","nationality",1860,"1860s",19
"Babes of the Empire from A to Z","nationality",1902,"1900s",20
"ABC and the Children of Many Nations","nationality",1916,"1910s",20
"The Teddy Bear ABC","moving",1907,"1900s",20
"The Modern ABC Book","moving",1930,"1930s",20
"The Modern ABC Book","moving",1930,"1930s",20
"The Modern ABC Book","moving",1930,"1930s",20
"The Modern ABC Book","moving",1930,"1930s",20
"The Modern ABC Book","moving",1930,"1930s",20
"Handtalk","moving",1974,"1970s",20
"Handtalk","blurred",1974,"1970s",20
"An Alphabet of Fairy Tales","cultural",1920,"1920s",20
"Babes of the Empire from A to Z","cultural",1902,"1900s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"ABC and the Children of Many Nations","cultural",1916,"1910s",20
"R. Cruikshank's comic alphabet","cultural",1840,"1840s",19
"Little Folks' ABC","metal",1923,"1920s",20
"The Teddy Bear ABC","metal",1907,"1900s",20
"The Teddy Bear ABC","metal",1907,"1900s",20
"ABC Fun","metal",1910,"1910s",20
"ABC and the Children of Many Nations","metal",1916,"1910s",20
"Handtalk","metal",1974,"1970s",20
"Afro-Bets","metal",1987,"1980s",20
"ABC and the Children of Many Nations","classism",1916,"1910s",20
"Mother's Picture Alphabet","begging",1850,"1850s",19
"ABC and the Children of Many Nations","begging",1916,"1910s",20
"ABC and the Children of Many Nations","begging",1916,"1910s",20
"The Children's Moral Alphabet","begging",1879,"1870s",19
"ABC Health Cards","begging",1915,"1910s",20
"Arthur's Book of Alphabets","classic",1865,"1860s",19
"ABC and the Children of Many Nations","classic",1916,"1910s",20
"Osbourne's pictorial alphabet","classic",1835,"1830s",19
"Handtalk","draw",1974,"1970s",20
"Handtalk","draw",1974,"1970s",20
"Handtalk","draw",1974,"1970s",20
"Handtalk","describe",1974,"1970s",20
"Laugh and Learn ABC Book","scrub",1900,"1900s",20
"Laugh and Learn ABC Book","scrub",1900,"1900s",20
"An ABC","scrub",1902,"1900s",20
"An ABC","scrub",1902,"1900s",20
"A Naval Alphabet","scrub",1900,"1900s",20
"A Naval Alphabet","scrub",1900,"1900s",20
"Handtalk","scrub",1974,"1970s",20
"The scripture alphabet for children","instructions",1824,"1820s",19
"Take your choice!","instructions",1822,"1820s",19
"Handtalk","instructions",1974,"1970s",20
"Handtalk","instructions",1974,"1970s",20
"ABC and the Children of Many Nations","swaddle",1916,"1910s",20
"ABC and the Children of Many Nations","swaddle",1916,"1910s",20
"ABC and the Children of Many Nations","Korea",1916,"1910s",20
"ABC and the Children of Many Nations","Korea",1916,"1910s",20
"ABC and the Children of Many Nations","Korea",1916,"1910s",20
"ABC and the Children of Many Nations","Northern Europe",1916,"1910s",20
"The Modern ABC Book","glide",1930,"1930s",20
"The Modern ABC Book","glide",1930,"1930s",20
"The Modern ABC Book","glide",1930,"1930s",20
"The Modern ABC Book","glide",1930,"1930s",20
"The Modern ABC Book","glide",1930,"1930s",20
"The Modern ABC Book","glide",1930,"1930s",20
"Goldfish at school","glide",1930,"1930s",20
"ABC and the Children of Many Nations","Philipines",1916,"1910s",20
"ABC and the Children of Many Nations","Philippino",1916,"1910s",20
"ABC and the Children of Many Nations","hat clothing",1916,"1910s",20
"ABC and the Children of Many Nations","communism",1916,"1910s",20
"ABC and the Children of Many Nations","headscarf",1916,"1910s",20
"ABC and the Children of Many Nations","sink",1916,"1910s",20
"ABC Health Cards","sink",1915,"1910s",20
"ABC Health Cards","sink",1915,"1910s",20
"ABC Health Cards","sink",1915,"1910s",20
"ABC and the Children of Many Nations","South American",1916,"1910s",20
"ABC and the Children of Many Nations","produce",1916,"1910s",20
"The Modern ABC Book","produce",1930,"1930s",20
"ABC Eatables","produce",1877,"1870s",19
"ABC and the Children of Many Nations","cultural expectations",1916,"1910s",20
"ABC and the Children of Many Nations","Latin American",1916,"1910s",20
"ABC and the Children of Many Nations","Latin American",1916,"1910s",20
"ABC and the Children of Many Nations","lab",1916,"1910s",20
"ABC and the Children of Many Nations","lab",1916,"1910s",20
"ABC and the Children of Many Nations","clay",1916,"1910s",20
"ABC and the Children of Many Nations","clay",1916,"1910s",20
"ABC and the Children of Many Nations","clay",1916,"1910s",20
"ABC and the Children of Many Nations","end page",1916,"1910s",20
"ABC and the Children of Many Nations","clear",1916,"1910s",20
"Mother's Picture Alphabet","information",1850,"1850s",19
"ABC and the Children of Many Nations","information",1916,"1910s",20
"The Modern ABC Book","information",1930,"1930s",20
"ABC and the Children of Many Nations","pelt",1916,"1910s",20
"The Union ABC","mug",1860,"1860s",19
"The infant's posture alphabet","mug",1860,"1860s",19
"The infant's posture alphabet","mug",1860,"1860s",19
"ABC Eatables","mug",1877,"1870s",19
"ABC Eatables","mug",1877,"1870s",19
"ABC An Alphabet","Victorian era",1895,"1890s",19
"ABC An Alphabet","Wood cutting",1895,"1890s",19
"The Modern ABC Book","sea travel",1930,"1930s",20
"The Children's Moral Alphabet","border work",1879,"1870s",19
"The Children's Moral Alphabet","weather vane",1879,"1870s",19
"The Children's Moral Alphabet","robbin",1879,"1870s",19
"The Children's Moral Alphabet","bedroom",1879,"1870s",19
"ABC Health Cards","bedroom",1915,"1910s",20
"The Children's Moral Alphabet","James",1879,"1870s",19
"Barnum and Jumbo's ABC","judgement",1880,"1880s",19
"The Children's Moral Alphabet","judgement",1879,"1870s",19
"Arthur's Book of Alphabets","colour",1865,"1860s",19
"The Adventurous Billy and Betty","colour",1923,"1920s",20
"The Adventures of ABC","rowboat",1900,"1900s",20
"Barnum and Jumbo's ABC","rino",1880,"1880s",19
"The Keith ABC for children","red and black",1906,"1900s",20
"Mother's Picture Alphabet","jewels",1850,"1850s",19
"Mother's Picture Alphabet","miners",1850,"1850s",19
"The scripture alphabet for children","brook",1824,"1820s",19
"The infant's posture alphabet","brook",1824,"1820s",19
"The alphabet of Goody Two Shoes","brook",1820,"1820s",19
"The infant's posture alphabet","root",1820,"1820s",19
"The infant's posture alphabet","centaur",1820,"1820s",19
"Osbourne's pictorial alphabet","centaur",1835,"1830s",19
"The Children's Moral Alphabet","matthew",1879,"1870s",19
"Apple Pie","wishing",1886,"1880s",19
"The Adventurous Billy and Betty","wishing",1923,"1920s",20
"The Adventurous Billy and Betty","wishing",1923,"1920s",20
"The Adventurous Billy and Betty","Little Red Riding Hood",1923,"1920s",20
"The Adventurous Billy and Betty","Little Red Riding Hood",1923,"1920s",20
"The Adventurous Billy and Betty","unselfish",1923,"1920s",20
"Apple Pie","flour",1886,"1880s",19
"The Adventurous Billy and Betty","flour",1923,"1920s",20
"The alphabet of Goody Two Shoes","flour",1820,"1820s",19
"The Teddy Bear ABC","dreaming",1907,"1900s",20
"The Adventurous Billy and Betty","dreaming",1923,"1920s",20
"Afro-Bets","dreaming",1987,"1980s",20
"The Adventurous Billy and Betty","idea",1923,"1920s",20
"A Bizarre Company","afraid",1917,"1910s",20
"An ABC","afraid",1902,"1900s",20
"The Adventurous Billy and Betty","afraid",1923,"1920s",20
"The Adventurous Billy and Betty","afraid",1923,"1920s",20
"The Adventurous Billy and Betty","afraid",1923,"1920s",20
"The child's alphabet","afraid",1805,"1810s",19
"The Adventurous Billy and Betty","ethnocentric",1923,"1920s",20
"An ABC","blind",1902,"1900s",20
"ABC Eatables","blind",1877,"1870s",19
"The Adventurous Billy and Betty","blind",1923,"1920s",20
"The Adventurous Billy and Betty","faires",1923,"1920s",20
"The Adventurous Billy and Betty","elfins",1923,"1920s",20
"The Adventurous Billy and Betty","motto",1923,"1920s",20
"A Canadian child's ABC","motto",1931,"1930s",20
"The Adventurous Billy and Betty","heyday",1923,"1920s",20
"Laugh and Learn ABC Book","choir",1900,"1900s",20
"The Adventurous Billy and Betty","choir",1923,"1920s",20
"The Adventurous Billy and Betty","crystal",1923,"1920s",20
"The Adventurous Billy and Betty","crystal",1923,"1920s",20
"The Adventurous Billy and Betty","cliffhanger",1923,"1920s",20
"The Adventurous Billy and Betty","promise",1923,"1920s",20
"Handtalk","promise",1974,"1970s",20
"The Adventurous Billy and Betty","dungeon",1923,"1920s",20
"The Adventurous Billy and Betty","thrilling",1923,"1920s",20
"The Adventurous Billy and Betty","cornfield",1923,"1920s",20
"The Adventurous Billy and Betty","cookbook",1923,"1920s",20
"The Adventurous Billy and Betty","goblin",1923,"1920s",20
"ABC An Alphabet","roots",1895,"1890s",19
"Tom Thumb's alphabet","roots",1836,"1830s",19
"Tom Thumb's alphabet","roots",1836,"1830s",19
"Tom Thumb's alphabet","shot",1836,"1830s",19
"Mother's Picture Alphabet","lace",1850,"1850s",19
"Mavor's Illustrated Primer","lace",1871,"1870s",19
"Tom Thumb's alphabet","lace",1836,"1830s",19
"Old Aunt Elspa's ABC","count",1884,"1880s",19
"Old Aunt Elspa's ABC","count",1884,"1880s",19
"Wrights Alphabet Book","equestrian",1884,"1880s",19
"Tom Thumb's alphabet","equestrian",1836,"1830s",19
"Tom Thumb's alphabet","equestrian",1836,"1830s",19
"Osbourne's pictorial alphabet","Magi",1835,"1830s",19
"Osbourne's pictorial alphabet","genius",1835,"1830s",19
"Osbourne's pictorial alphabet","genius",1835,"1830s",19
"Osbourne's pictorial alphabet","cascade",1835,"1830s",19
"Osbourne's pictorial alphabet","cascade",1835,"1830s",19
"The Children's Moral Alphabet","hell",1879,"1870s",19
"The Children's Moral Alphabet","hell",1879,"1870s",19
"The Children's Moral Alphabet","hell",1879,"1870s",19
"Osbourne's pictorial alphabet","hell",1835,"1830s",19
"Osbourne's pictorial alphabet","sacred",1835,"1830s",19
"Osbourne's pictorial alphabet","tyranny",1835,"1830s",19
"The Union Label Alphabet for Little and Big Children","decrepit",1905,"1900s",20
"An ABC","decrepit",1902,"1900s",20
"The Union Label Alphabet for Little and Big Children","public notice",1905,"1900s",20
"Handtalk","bowl-cut",1974,"1970s",20
"Handtalk","turtleneck",1974,"1970s",20
"Handtalk","turtleneck",1974,"1970s",20
"Take your choice!","george",1822,"1820s",19
"Take your choice!","hal",1822,"1820s",19
"Mother's Picture Alphabet","viaduct",1850,"1850s",19
"A Bizarre Company","misspell",1917,"1910s",20
"The Keith ABC for children","cymbal",1906,"1900s",20
"The invited alphabet","pronunciation",1906,"1900s",20
"The alphabet of Goody Two Shoes","pronunciation",1820,"1820s",19
"The alphabet of Goody Two Shoes","pronunciation",1820,"1820s",19
"The invited alphabet","consonant",1820,"1820s",19
"The invited alphabet","consonant",1820,"1820s",19
"The invited alphabet","consonant",1820,"1820s",19
"A Bizarre Company","speech",1917,"1910s",20
"A Bizarre Company","speech",1917,"1910s",20
"The Union Label Alphabet for Little and Big Children","speech",1905,"1900s",20
"The invited alphabet","speech",1905,"1900s",20
"Take your choice!","speech",1822,"1820s",19
"Handtalk","i am ill",1974,"1970s",20
"Handtalk","ily",1974,"1970s",20
"Handtalk","ily",1974,"1970s",20
"An Alphabet Allegorical, Alliterative & Amusing","autograph",1974,"1970s",20
"Afro-Bets","autograph",1987,"1980s",20
"An Alphabet Allegorical, Alliterative & Amusing","alphabet sentence",1987,"1980s",20
"Osbourne's pictorial alphabet","butts",1835,"1830s",19
"An Alphabet for Boys & Girls","curls",1926,"1920s",20
"The invited alphabet","curls",1926,"1920s",20
"ABC Health Cards","curls",1915,"1910s",20
"Osbourne's pictorial alphabet","curls",1835,"1830s",19
"Tom Thumb's alphabet","curls",1836,"1830s",19
"The alphabet of Goody Two Shoes","shameful",1820,"1820s",19
"The Bicycle ABC","aristocrat",1890,"1890s",19
"Laugh and Learn ABC Book","aristocrat",1900,"1900s",20
"R. Cruikshank's comic alphabet","aristocrat",1840,"1840s",19
"The alphabet of Goody Two Shoes","aristocrat",1820,"1820s",19
"The alphabet of Goody Two Shoes","weepy",1820,"1820s",19
"The alphabet of Goody Two Shoes","girly",1820,"1820s",19
"The alphabet of Goody Two Shoes","embarassed",1820,"1820s",19
"Goldfish at school","migrate",1820,"1820s",19
"Goldfish at school","migrate",1820,"1820s",19
"The alphabet of Goody Two Shoes","migrate",1820,"1820s",19
"The Teddy Bear ABC","unnatural",1907,"1900s",20
"Laugh and Learn ABC Book","unnatural",1900,"1900s",20
"Laugh and Learn ABC Book","unnatural",1900,"1900s",20
"The infant's posture alphabet","unnatural",1900,"1900s",20
"The infant's posture alphabet","unnatural",1900,"1900s",20
"The infant's posture alphabet","unnatural",1900,"1900s",20
"The infant's posture alphabet","unnatural",1900,"1900s",20
"The Bicycle ABC","trail",1890,"1890s",19
"The Adventures of ABC","trail",1900,"1900s",20
"Osbourne's pictorial alphabet","trail",1835,"1830s",19
"ABC Eatables","fruie",1877,"1870s",19
"The History of Apple Pie","bizzare",1858,"1850s",19
"The History of Apple Pie","bizzare",1858,"1850s",19
"The Bandit Bunny Alphabet and other stories","repetition",1901,"1900s",20
"The Bandit Bunny Alphabet and other stories","repetition",1901,"1900s",20
"The Teddy Bear ABC","repetition",1907,"1900s",20
"The Teddy Bear ABC","repetition",1907,"1900s",20
"The Teddy Bear ABC","repetition",1907,"1900s",20
"A Bizarre Company","repetition",1917,"1910s",20
"A Bizarre Company","repetition",1917,"1910s",20
"The History of Apple Pie","repetition",1858,"1850s",19
"ABC An Alphabet","repetition",1895,"1890s",19
"An Alphabet Allegorical, Alliterative & Amusing","repetition",1895,"1890s",19
"The History of Apple Pie","emphasis",1858,"1850s",19
"The History of Apple Pie","agressive",1858,"1850s",19
"The History of Apple Pie","dominance",1858,"1850s",19
"ABC and the Children of Many Nations","dominance",1916,"1910s",20
"Bowden's ABC Book of India","dominance",1900,"1900s",20
"A Naval Alphabet","dominance",1900,"1900s",20
"The History of Apple Pie","interactions",1858,"1850s",19
"The History of Apple Pie","disordered",1858,"1850s",19
"The Children's Moral Alphabet","monochrome",1879,"1870s",19
"The Children's Moral Alphabet","monochrome",1879,"1870s",19
"A Naval Alphabet","monochrome",1900,"1900s",20
"A Naval Alphabet","monochrome",1900,"1900s",20
"A Naval Alphabet","monochrome",1900,"1900s",20
"A Naval Alphabet","monochrome",1900,"1900s",20
"The Children's Moral Alphabet","paragraphs",1879,"1870s",19
"The Children's Moral Alphabet","small font",1879,"1870s",19
"The Children's Moral Alphabet","dignity",1879,"1870s",19
"The Bicycle ABC","aura",1890,"1890s",19
"Babes of the Empire from A to Z","Pakistan",1902,"1900s",20
"Babes of the Empire from A to Z","Beluchistan is not a country",1902,"1900s",20
"Babes of the Empire from A to Z","shalwar kameez",1902,"1900s",20
"The Union Label Alphabet for Little and Big Children","winston churchill look alike",1905,"1900s",20
"Babes of the Empire from A to Z","confident",1902,"1900s",20
"The Union Label Alphabet for Little and Big Children","confident",1905,"1900s",20
"An ABC","confident",1902,"1900s",20
"Denslow's ABC Book","confident",1903,"1900s",20
"ABC Fun","heads",1910,"1910s",20
"The Keith ABC for children","heads",1906,"1900s",20
"An ABC","por",1902,"1900s",20
"Old Aunt Elspa's ABC","educate to delight",1884,"1880s",19
"Old Aunt Elspa's ABC","birch",1884,"1880s",19
"Old Aunt Elspa's ABC","birch",1884,"1880s",19
"Old Aunt Elspa's ABC","beetle",1884,"1880s",19
"Old Aunt Elspa's ABC","beetle",1884,"1880s",19
"Old Aunt Elspa's ABC","elephat",1884,"1880s",19
"The Bicycle ABC","finish",1890,"1890s",19
"Old Aunt Elspa's ABC","finish",1884,"1880s",19
"ABC Eatables","ands",1877,"1870s",19
"The Union ABC","threat",1860,"1860s",19
"The Children's Moral Alphabet","threat",1879,"1870s",19
"The Anti-Slavery Alphabet","threat",1847,"1840s",19
"The Anti-Slavery Alphabet","threat",1847,"1840s",19
"Take your choice!","threat",1822,"1820s",19
"A Canadian child's ABC","threat",1931,"1930s",20
"An Alphabet of Fairy Tales","distress",1920,"1920s",20
"An Alphabet of Fairy Tales","distress",1920,"1920s",20
"ABC Eatables","hot chocolate",1877,"1870s",19
"The Twins ABC","incentive",1904,"1900s",20
"Wrights Alphabet Book","washer",1904,"1900s",20
"Bowden's ABC Book of India","washer",1900,"1900s",20
"Bowden's ABC Book of India","washer",1900,"1900s",20
"Bowden's ABC Book of India","jobs in india",1900,"1900s",20
"Bowden's ABC Book of India","bullock",1900,"1900s",20
